unixTime,date,year,month,day,weekday,weekday_str,ethPrice,ethMarketCap,ethTotalVolume,indexPrice,indexMarketCap,indexTotalVolume,indexPriceInETH,indexMarketCapInETH,indexTotalVolumeInETH,rolling7dayTotalVolume,rolling30dayTotalVolume,rolling7dayMeanVolume,rolling30dayMeanVolume
1602028800000,2020-10-06,2020,10,6,1,Tue,340.6160218128092,38419834420.75508,10280978397.300406,3.5501382256783303,0.0,27002.899771354783,0.010397127450729474,0.0,79.08215754286739,,,,
1602115200000,2020-10-07,2020,10,7,2,Wed,341.4437964782809,38556379197.91778,8044228155.819704,3.5501382256783303,0.0,27002.899771354783,0.010397127450729474,0.0,79.08215754286739,,,,
1602201600000,2020-10-08,2020,10,8,3,Thu,350.0556765681245,39539898845.29083,9330978624.154116,5.603985958920426,254228.8944809721,55115.57294276599,0.015970246829121636,726.0920772467172,157.06843494554326,,,,
1602288000000,2020-10-09,2020,10,9,4,Fri,365.33944481939363,41261693685.49925,11301702589.430536,3.9229269935823563,211207.4215637662,59669.16084992228,0.01073850615364991,577.9614311136428,163.33662390818205,,,,
1602374400000,2020-10-10,2020,10,10,5,Sat,370.4718109734285,41919449520.12781,10673988207.878847,2.9767183674030835,186419.58488581303,26187.182400553953,0.008030304209253002,502.48355111039035,70.6452593441362,,,,
1602460800000,2020-10-11,2020,10,11,6,Sun,374.4970150925736,42273071872.950066,8000631027.644073,3.787123980484111,275702.8228420505,61118.01631143523,0.010108880039768613,736.5595686754383,163.14086846503022,,,,
1602547200000,2020-10-12,2020,10,12,0,Mon,387.25555835657167,43787622889.79302,12458841248.929943,2.828149401068246,226156.4870162857,181752.34968376718,0.007300650499366678,583.5421087672843,469.1797335666435,437848.08173115423,,62549.72596159346,
1602633600000,2020-10-13,2020,10,13,1,Tue,381.16877389892255,43068111158.10915,9741612768.02954,3.024219092153297,295245.26107864326,18888.275711250924,0.00793689828153122,774.978927229724,49.57125078096565,429733.45767105033,,61390.49395300719,
1602720000000,2020-10-14,2020,10,14,2,Wed,379.21025376092774,42827891085.95138,10673398919.618017,3.2842215027801136,339147.01472554146,15600.566817726261,0.008649010726954575,895.2262915920932,41.08415636365191,418331.12471742183,,59761.589245345975,
1602806400000,2020-10-15,2020,10,15,3,Thu,377.15868107868175,42625398559.363594,10155629419.116392,3.188902848567269,368832.96865894465,17120.74557077836,0.008460109749742924,978.171099253682,45.42107220083113,380336.2973454342,,54333.75676363346,
1602892800000,2020-10-16,2020,10,16,4,Fri,365.9906423831468,41424753265.12099,9375570544.203642,2.8431007872470078,368743.7766403177,41436.18178017275,0.0077733638497351,1006.3365116040245,113.29127654068749,362103.31827568467,,51729.04546795495,
1602979200000,2020-10-17,2020,10,17,5,Sat,368.6504703636898,41654901940.043465,8087278469.473757,2.9672338853193274,426884.0204689408,33976.40020995615,0.008047806376440977,1158.5987524205905,92.15164723314997,369892.5360850869,,52841.79086929812,
1603065600000,2020-10-18,2020,10,18,6,Sun,378.0493653237596,42730815492.78595,7527761590.194419,3.1171947816981387,476726.5245556835,39657.40395127349,0.008243876856163707,1261.3652572664682,104.87979658150788,348431.9237249251,,49775.98910356073,
1603152000000,2020-10-19,2020,10,19,0,Mon,379.6394773321801,42919073937.74135,8995049004.81075,2.812433799009447,466951.2160907138,220507.19812954532,0.007404355813756722,1230.223345979352,580.5341107124918,387186.7721707033,,55312.39602438618,
1603238400000,2020-10-20,2020,10,20,1,Tue,368.2270142350454,41623179886.79757,7492023938.775781,3.8247339569889918,655459.8166827537,196523.03549523195,0.010374503338274449,1780.488549133051,533.0642368124795,564821.5319546843,,80688.79027924061,
1603324800000,2020-10-21,2020,10,21,2,Wed,391.16674217757225,44137912522.42472,12728437763.916903,3.6090243650532186,709848.7378819674,178217.45293563406,0.009225703166944611,1818.811231875615,455.575012425508,727438.4180725921,,103919.7740103703,
